id_tumbuhan;Cara pengolahan;Cara Pemanfaatan;Bagian Tumbuhan;Jenis Tumbuhan;jumlah bobot (Qi);akurasi (Pi)
76;0.000424929178470255;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0188582868564166;89
77;0.000424929178470255;0.00208879492600423;0.00871181938911022;0.00178097345132743;0.0130065169449121;61
78;0.000424929178470255;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0198759859714608;94
79;0.000424929178470255;0.00208879492600423;0.00127490039840637;0.00356194690265487;0.00735057140553572;35
80;0.000424929178470255;0.00208879492600423;0.00127490039840637;0.00356194690265487;0.00735057140553572;35
81;0.000424929178470255;0.00208879492600423;0.00233731739707835;0.0086504424778761;0.0135014839794289;64
82;0.000424929178470255;0.00208879492600423;0.00233731739707835;0.0086504424778761;0.0135014839794289;64
83;0.000424929178470255;0.00208879492600423;0.00233731739707835;0.00356194690265487;0.0084129884042077;40
84;0.000424929178470255;0.0000824524312896406;0.00871181938911022;0.00763274336283186;0.016851944361702;80
85;0.000424929178470255;0.000302325581395349;0.000637450199203187;0.00763274336283186;0.00899744832190065;42
86;0.000424929178470255;0.000302325581395349;0.000637450199203187;0.0086504424778761;0.0100151474369449;47
87;0.000708215297450425;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0191415729753967;90
88;0.000708215297450425;0.00208879492600423;0.00871181938911022;0.00432522123893805;0.0158340508515029;75
89;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.00763274336283186;0.0119171373844273;56
90;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0129348364994715;61
91;0.000708215297450425;0.00208879492600423;0.00233731739707835;0.0086504424778761;0.0137847700984091;65
92;0.000708215297450425;0.00208879492600423;0.00233731739707835;0.0086504424778761;0.0137847700984091;65
93;0.000708215297450425;0.00208879492600423;0.00233731739707835;0.0086504424778761;0.0137847700984091;65
94;0.000708215297450425;0.00208879492600423;0.00233731739707835;0.00356194690265487;0.00869627452318787;41
95;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00860961526053348;41
96;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00860961526053348;41
97;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00860961526053348;41
98;0.000708215297450425;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0191415729753967;90
99;0.000708215297450425;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0129348364994715;61
100;0.000708215297450425;0.000302325581395349;0.00871181938911022;0.00356194690265487;0.0132843071706109;63
101;0.000708215297450425;0.000302325581395349;0.00127490039840637;0.00356194690265487;0.00584738817990701;28
102;0.000708215297450425;0.000302325581395349;0.00871181938911022;0.00763274336283186;0.0173551036307879;82
103;0.000708215297450425;0.000302325581395349;0.00871181938911022;0.00763274336283186;0.0173551036307879;82
104;0.000708215297450425;0.000302325581395349;0.00871181938911022;0.0086504424778761;0.0183728027458321;87
105;0.00172804532577904;0.0000824524312896406;0.00871181938911022;0.00178097345132743;0.0123032905975063;58
106;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
107;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
108;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00432522123893805;0.0168538808798315;80
109;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
110;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
111;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
112;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
113;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
114;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
115;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.0086504424778761;0.0211791021187696;100
116;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00356194690265487;0.0160906065435484;76
117;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.00763274336283186;0.0127244840130215;60
118;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.00763274336283186;0.0127244840130215;60
119;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.00432522123893805;0.00941696188912769;44
120;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.0086504424778761;0.0137421831280657;65
121;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.00763274336283186;0.0129369674127559;61
122;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.00763274336283186;0.0129369674127559;61
123;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00962944528886209;45
124;0.00172804532577904;0.00208879492600423;0.00233731739707835;0.00178097345132743;0.00793513110018905;37
125;0.00172804532577904;0.00208879492600423;0.000637450199203187;0.00763274336283186;0.0120870338138183;57
126;0.00172804532577904;0.00208879492600423;0.000637450199203187;0.00432522123893805;0.00877951168992451;41
127;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
128;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
129;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
130;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
131;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00763274336283186;0.0135744176119591;64
132;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00763274336283186;0.0135744176119591;64
133;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00432522123893805;0.0102668954880653;48
134;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00432522123893805;0.0102668954880653;48
135;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00178097345132743;0.00772264770045466;36
136;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00356194690265487;0.00950362115178209;45
137;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
138;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.00178097345132743;0.00687271410151707;32
139;0.00172804532577904;0.00208879492600423;0.000212483399734396;0.0086504424778761;0.0126797661293938;60
140;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
141;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
142;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00356194690265487;0.0160906065435484;76
143;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
144;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00356194690265487;0.00950362115178209;45
145;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00962944528886209;45
146;0.00172804532577904;0.000302325581395349;0.00871181938911022;0.0086504424778761;0.0193926327741607;92
